amount,note,type_name,type_category
447,Примітка 1794,Ручка,Канцелярія
453,Примітка 1795,Ручка,Канцелярія
518,Примітка 1796,Хліб,Канцелярія
654,Примітка 1797,Ручка,Інше
684,Примітка 1798,Кава,Інше
126,Примітка 1799,Папір,Канцелярія
-976,Примітка 1800,Ручка,Їжа
259,Примітка 1801,Шафа,Оренда
227,Примітка 1802,Ручка,Інше
467,Примітка 1803,Ручка,Їжа
213,Примітка 1804,Папір,Оренда
548,Примітка 1805,Мило,Канцелярія
-496,Примітка 1806,Оренда офісу,Їжа
-360,Примітка 1807,Кава,Їжа
460,Примітка 1808,Мило,Їжа
-932,Примітка 1809,Оренда офісу,Оренда
-612,Примітка 1810,Папір,Їжа
-723,Примітка 1811,Ручка,Канцелярія
585,Примітка 1812,Кава,Канцелярія
570,Примітка 1813,Хліб,Інше
234,Примітка 1814,Мило,Оренда
-497,Примітка 1815,Хліб,Їжа
8,Примітка 1816,Папір,Канцелярія
99,Примітка 1817,Ручка,Їжа
-649,Примітка 1818,Шафа,Оренда
916,Примітка 1819,Кава,Інше
822,Примітка 1820,Кава,Канцелярія
446,Примітка 1821,Оренда офісу,Оренда
-986,Примітка 1822,Оренда офісу,Канцелярія
-637,Примітка 1823,Кава,Їжа
399,Примітка 1824,Папір,Інше
-345,Примітка 1825,Папір,Оренда
-923,Примітка 1826,Мило,Їжа
684,Примітка 1827,Кава,Їжа
537,Примітка 1828,Кава,Інше
371,Примітка 1829,Кава,Канцелярія
7,Примітка 1830,Хліб,Оренда
660,Примітка 1831,Хліб,Канцелярія
-797,Примітка 1832,Шафа,Їжа
106,Примітка 1833,Папір,Канцелярія
-546,Примітка 1834,Шафа,Їжа
-199,Примітка 1835,Хліб,Канцелярія
-214,Примітка 1836,Кава,Канцелярія
-401,Примітка 1837,Кава,Оренда
-137,Примітка 1838,Хліб,Оренда
614,Примітка 1839,Мило,Їжа
-749,Примітка 1840,Оренда офісу,Їжа
591,Примітка 1841,Шафа,Оренда
-154,Примітка 1842,Шафа,Інше
-369,Примітка 1843,Мило,Канцелярія
539,Примітка 1844,Папір,Їжа
412,Примітка 1845,Шафа,Канцелярія
915,Примітка 1846,Ручка,Інше
206,Примітка 1847,Кава,Канцелярія
463,Примітка 1848,Ручка,Оренда
885,Примітка 1849,Шафа,Оренда
-530,Примітка 1850,Папір,Оренда
-825,Примітка 1851,Ручка,Канцелярія
-495,Примітка 1852,Кава,Оренда
216,Примітка 1853,Мило,Оренда
41,Примітка 1854,Шафа,Оренда
-727,Примітка 1855,Хліб,Їжа
-451,Примітка 1856,Хліб,Їжа
-336,Примітка 1857,Кава,Канцелярія
612,Примітка 1858,Ручка,Їжа
17,Примітка 1859,Папір,Інше
182,Примітка 1860,Оренда офісу,Канцелярія
234,Примітка 1861,Ручка,Інше
558,Примітка 1862,Папір,Оренда
211,Примітка 1863,Кава,Інше
-705,Примітка 1864,Шафа,Канцелярія
825,Примітка 1865,Шафа,Інше
695,Примітка 1866,Кава,Оренда
902,Примітка 1867,Оренда офісу,Інше
-690,Примітка 1868,Хліб,Їжа
259,Примітка 1869,Хліб,Оренда
-580,Примітка 1870,Кава,Інше
301,Примітка 1871,Кава,Канцелярія
254,Примітка 1872,Хліб,Оренда
-389,Примітка 1873,Хліб,Інше
459,Примітка 1874,Шафа,Канцелярія
82,Примітка 1875,Хліб,Інше
-964,Примітка 1876,Оренда офісу,Їжа
237,Примітка 1877,Кава,Оренда
-555,Примітка 1878,Мило,Канцелярія
-937,Примітка 1879,Ручка,Оренда
-319,Примітка 1880,Шафа,Їжа
825,Примітка 1881,Мило,Інше
114,Примітка 1882,Хліб,Канцелярія
-766,Примітка 1883,Оренда офісу,Інше
86,Примітка 1884,Ручка,Їжа
814,Примітка 1885,Шафа,Їжа
-976,Примітка 1886,Шафа,Оренда
-515,Примітка 1887,Ручка,Канцелярія
834,Примітка 1888,Хліб,Інше
188,Примітка 1889,Ручка,Інше
450,Примітка 1890,Хліб,Їжа
-788,Примітка 1891,Ручка,Їжа
-269,Примітка 1892,Шафа,Оренда
337,Примітка 1893,Мило,Оренда
-292,Примітка 1894,Кава,Оренда
-102,Примітка 1895,Хліб,Оренда
-200,Примітка 1896,Мило,Інше
309,Примітка 1897,Мило,Канцелярія
465,Примітка 1898,Папір,Їжа
-347,Примітка 1899,Хліб,Оренда
357,Примітка 1900,Оренда офісу,Канцелярія
275,Примітка 1901,Мило,Їжа
996,Примітка 1902,Хліб,Канцелярія
799,Примітка 1903,Шафа,Їжа
667,Примітка 1904,Мило,Їжа
14,Примітка 1905,Папір,Інше
441,Примітка 1906,Папір,Їжа
361,Примітка 1907,Шафа,Оренда
506,Примітка 1908,Хліб,Канцелярія
678,Примітка 1909,Хліб,Канцелярія
24,Примітка 1910,Хліб,Їжа
17,Примітка 1911,Шафа,Оренда
-511,Примітка 1912,Хліб,Оренда
289,Примітка 1913,Оренда офісу,Оренда
806,Примітка 1914,Мило,Їжа
-467,Примітка 1915,Шафа,Їжа
441,Примітка 1916,Оренда офісу,Оренда
-995,Примітка 1917,Хліб,Їжа
343,Примітка 1918,Оренда офісу,Їжа
294,Примітка 1919,Оренда офісу,Канцелярія
-499,Примітка 1920,Кава,Оренда
-644,Примітка 1921,Ручка,Їжа
-753,Примітка 1922,Мило,Канцелярія
-789,Примітка 1923,Папір,Канцелярія
-901,Примітка 1924,Ручка,Їжа
552,Примітка 1925,Папір,Їжа
-551,Примітка 1926,Папір,Оренда
635,Примітка 1927,Ручка,Їжа
147,Примітка 1928,Оренда офісу,Оренда
-683,Примітка 1929,Хліб,Оренда
295,Примітка 1930,Кава,Інше
-777,Примітка 1931,Оренда офісу,Їжа
-624,Примітка 1932,Кава,Їжа
-999,Примітка 1933,Оренда офісу,Їжа
-925,Примітка 1934,Оренда офісу,Інше
-795,Примітка 1935,Хліб,Оренда
-867,Примітка 1936,Кава,Інше
599,Примітка 1937,Оренда офісу,Канцелярія
371,Примітка 1938,Папір,Їжа
370,Примітка 1939,Оренда офісу,Канцелярія
896,Примітка 1940,Мило,Їжа
740,Примітка 1941,Ручка,Оренда
-131,Примітка 1942,Оренда офісу,Їжа
-71,Примітка 1943,Мило,Їжа
-114,Примітка 1944,Кава,Їжа
-173,Примітка 1945,Хліб,Оренда
-781,Примітка 1946,Оренда офісу,Канцелярія
-498,Примітка 1947,Кава,Оренда
-717,Примітка 1948,Оренда офісу,Їжа
-256,Примітка 1949,Оренда офісу,Їжа
347,Примітка 1950,Папір,Їжа
655,Примітка 1951,Оренда офісу,Канцелярія
-521,Примітка 1952,Ручка,Їжа
224,Примітка 1953,Оренда офісу,Канцелярія
-317,Примітка 1954,Оренда офісу,Інше
770,Примітка 1955,Ручка,Інше
890,Примітка 1956,Ручка,Їжа
816,Примітка 1957,Шафа,Інше
598,Примітка 1958,Кава,Їжа
-411,Примітка 1959,Мило,Їжа
-228,Примітка 1960,Мило,Канцелярія
-753,Примітка 1961,Шафа,Інше
185,Примітка 1962,Хліб,Їжа
38,Примітка 1963,Хліб,Оренда
-29,Примітка 1964,Папір,Оренда
905,Примітка 1965,Мило,Їжа
689,Примітка 1966,Мило,Канцелярія
-321,Примітка 1967,Хліб,Їжа
-319,Примітка 1968,Мило,Оренда
-246,Примітка 1969,Кава,Інше
352,Примітка 1970,Оренда офісу,Їжа
-375,Примітка 1971,Хліб,Оренда
-267,Примітка 1972,Ручка,Оренда
151,Примітка 1973,Мило,Інше
192,Примітка 1974,Папір,Їжа
617,Примітка 1975,Ручка,Оренда
836,Примітка 1976,Хліб,Їжа
137,Примітка 1977,Ручка,Оренда
622,Примітка 1978,Мило,Канцелярія
-26,Примітка 1979,Хліб,Інше
813,Примітка 1980,Шафа,Оренда
-229,Примітка 1981,Шафа,Канцелярія
-602,Примітка 1982,Оренда офісу,Їжа
977,Примітка 1983,Шафа,Інше
673,Примітка 1984,Ручка,Оренда
273,Примітка 1985,Оренда офісу,Їжа
-859,Примітка 1986,Ручка,Оренда
-701,Примітка 1987,Папір,Оренда
-745,Примітка 1988,Шафа,Інше
-962,Примітка 1989,Шафа,Інше
-610,Примітка 1990,Мило,Канцелярія
634,Примітка 1991,Оренда офісу,Канцелярія
-87,Примітка 1992,Шафа,Інше
-371,Примітка 1993,Папір,Їжа
443,Примітка 1994,Кава,Канцелярія
-331,Примітка 1995,Хліб,Інше
-165,Примітка 1996,Мило,Оренда
-728,Примітка 1997,Кава,Їжа
673,Примітка 1998,Хліб,Їжа
473,Примітка 1999,Папір,Інше
-936,Примітка 2000,Кава,Їжа
580,Примітка 2001,Ручка,Інше
343,Примітка 2002,Хліб,Інше
-732,Примітка 2003,Шафа,Інше
566,Примітка 2004,Мило,Інше
75,Примітка 2005,Хліб,Інше
98,Примітка 2006,Мило,Інше
-316,Примітка 2007,Хліб,Їжа
-593,Примітка 2008,Папір,Їжа
-197,Примітка 2009,Оренда офісу,Канцелярія
-403,Примітка 2010,Оренда офісу,Інше
-673,Примітка 2011,Оренда офісу,Їжа
-736,Примітка 2012,Мило,Інше
975,Примітка 2013,Хліб,Оренда
